//ID,NAME,JNAME,TYPE,PRICE,SELL,WEIGHT,ATK,MATK,DEF,MDEF,RANGE,SLOT,JOB,GENDER,LOC,WLV,ELV,VIEW,ELEMENT,EFFECT
1713,Arbalest,Arbalest,4,48000,0,1000,90,0,0,0,5,1,584,2,34,3,33,11,0,0
1714,Gakkung,Gakkung,4,42000,0,1100,100,0,0,0,5,1,584,2,34,3,33,11,0,0
1715,Arbalest_,Arbalest,4,48000,0,1000,90,0,0,0,5,2,584,2,34,3,33,11,0,0
1716,Gakkung_,Gakkung,4,42000,0,1100,100,0,0,0,5,2,584,2,34,3,33,11,0,0
1718,Hunter_Bow,"Hunter Bow",4,64000,0,1500,125,0,0,0,5,0,512,2,34,3,33,11,0,0
1719,Roguemaster's_Bow,"Roguemaster's Bow",4,20,0,500,75,0,0,0,11,0,64,2,34,4,48,11,0,0
1720,Rudra's_Bow,"Rudra's Bow",4,20,0,1000,150,0,0,0,5,0,584,2,34,4,48,11,6,0
1721,Repeating_Crossbow,"Repeating Crossbow",4,20,10,200,95,0,0,0,5,0,576,2,34,3,65,11,0,0
1722,Ballista,Ballista,4,20,10,300,145,0,0,0,5,0,1606144,2,34,4,77,11,0,0
1750,Arrow,Arrow,10,1,0,1,25,0,0,0,0,0,1573448,2,32768,0,1,0,0,0
1751,Silver_Arrow,"Silver Arrow",10,3,0,2,30,0,0,0,0,0,1573448,2,32768,0,1,0,6,0
1752,Fire_Arrow,"Fire Arrow",10,3,0,2,30,0,0,0,0,0,1573448,2,32768,0,1,0,3,0
1753,Steel_Arrow,"Steel Arrow",10,3,0,2,40,0,0,0,0,0,1573448,2,32768,0,1,0,0,0
1754,Crystal_Arrow,"Crystal Arrow",10,3,0,2,30,0,0,0,0,0,1573448,2,32768,0,1,0,1,0
1755,Arrow_of_Wind,"Arrow of Wind",10,3,0,2,30,0,0,0,0,0,1573448,2,32768,0,1,0,4,0
1756,Stone_Arrow,"Stone Arrow",10,3,0,2,30,0,0,0,0,0,1573448,2,32768,0,1,0,2,0
1757,Spiritual_Arrow,"Spiritual Arrow",10,3,0,1,30,0,0,0,0,0,1573448,2,32768,0,1,0,3,0
1758,Stun_Arrow,"Stunn Arrow",10,3,0,3,1,0,0,0,0,0,1573448,2,32768,0,1,0,0,0
1759,Freezing_Arrow,"Freezing Arrow",10,3,0,3,1,0,0,0,0,0,1573448,2,32768,0,1,0,1,0
1760,Flash_Arrow,"Flash Arrow",10,3,0,3,1,0,0,0,0,0,1573448,2,32768,0,1,0,0,0
1761,Curse_Arrow,"Curse Arrow",10,3,0,3,1,0,0,0,0,0,1573448,2,32768,0,1,0,0,0
1762,Rusty_Arrow,"Rusty Arrow",10,3,0,2,30,0,0,0,0,0,1573448,2,32768,0,1,0,5,0
1763,Poison_Arrow,"Poison Arrow",10,3,0,3,1,0,0,0,0,0,1573448,2,32768,0,1,0,5,0
1764,Sharp_Arrow,"Sharp Arrow",10,3,0,3,10,0,0,0,0,0,1573448,2,32768,0,1,0,0,0
1765,Oridecon_Arrow,"Oridecon Arrow",10,3,0,3,50,0,0,0,0,0,1573448,2,32768,0,1,0,0,0
1766,Arrow_of_Counter_Evil,"Arrow of Counter Evil",10,500,0,3,50,0,0,0,0,0,1573448,2,32768,0,1,0,6,0
1767,Arrow_of_Shadow,"Arrow of Shadow",10,3,0,2,30,0,0,0,0,0,1573448,2,32768,0,1,0,2,0
1768,Sleep_Arrow,"Sleep Arrow",10,3,0,3,1,0,0,0,0,0,1573448,2,32768,0,1,0,0,0
1769,Mute_Arrow,"Mute Arrow",10,3,0,3,1,0,0,0,0,0,1573448,2,32768,0,1,0,0,0
1770,Steel_Arrow,"Steel Arrow",10,3,0,1,30,0,0,0,0,0,1573448,2,32768,0,1,0,0,0
1801,Waghnakh,Waghnakh,4,8000,0,400,30,0,0,0,1,3,32768,2,2,1,1,12,0,0
1802,Waghnakh_,Waghnakh,4,8000,0,400,30,0,0,0,1,4,32768,2,2,1,1,12,0,0
1803,Knuckle_Duster,"Knuckle Duster",4,25000,0,450,50,0,0,0,1,2,32768,2,2,2,12,12,0,0
1804,Knuckle_Duster_,"Knuckle Duster",4,25000,0,450,50,0,0,0,1,3,32768,2,2,2,12,12,0,0
1805,Hora,Hora,4,32000,0,450,65,0,0,0,1,2,32768,2,2,2,12,12,0,0
1806,Hora_,Hora,4,32000,0,450,65,0,0,0,1,3,32768,2,2,2,12,12,0,0
1807,Fist,Fist,4,53000,0,650,115,0,0,0,1,0,32768,2,2,3,24,12,0,0
1808,Fist_,Fist,4,53000,0,650,115,0,0,0,1,1,32768,2,2,3,24,12,0,0
1809,Claw,Claw,4,53000,0,500,86,0,0,0,1,1,32768,2,2,3,24,12,0,0
1810,Claw_,Claw,4,53000,0,500,86,0,0,0,1,2,32768,2,2,3,24,12,0,0
1811,Finger,Finger,4,58000,0,500,97,0,0,0,1,1,32768,2,2,3,24,12,0,0
1812,Finger_,Finger,4,58000,0,500,97,0,0,0,1,2,32768,2,2,3,24,12,0,0
1813,Kaiser_Knuckle,"Kaiser Knuckle",4,20,0,450,110,0,0,0,1,0,32768,2,2,4,36,12,4,0
1814,Berserk,Berserk,4,20,0,500,120,0,0,0,1,0,32768,2,2,4,36,12,0,0
1901,Violin,Violin,4,4000,0,700,50,0,0,0,1,3,524288,2,2,1,2,13,0,0
1902,Violin_,Violin,4,4000,0,700,50,0,0,0,1,4,524288,2,2,1,2,13,0,0
1903,Mandolin,Mandolin,4,18000,0,400,90,0,0,0,1,2,524288,2,2,2,14,13,0,0
1904,Mandolin_,Mandolin,4,18000,0,400,90,0,0,0,1,3,524288,2,2,2,14,13,0,0
1905,Lute,Lute,4,24000,0,500,105,0,0,0,1,2,524288,2,2,2,14,13,0,0
1906,Lute_,Lute,4,24000,0,500,105,0,0,0,1,3,524288,2,2,2,14,13,0,0
1907,Guitar,Guitar,4,47000,0,900,142,0,0,0,1,0,524288,2,2,3,27,13,0,0
1908,Guitar_,Guitar,4,47000,0,900,142,0,0,0,1,1,524288,2,2,3,27,13,0,0
1909,Harp,Harp,4,62000,0,900,114,0,0,0,1,1,524288,2,2,3,27,13,0,0
1910,Harp_,Harp,4,62000,0,900,114,0,0,0,1,2,524288,2,2,3,27,13,0,0
1911,Guh_Moon_Goh,"Guh Moon Goh",4,54000,0,1300,126,0,0,0,1,1,524288,2,2,3,27,13,0,0
1912,Guh_Moon_Goh_,"Guh Moon Goh",4,54000,0,1300,126,0,0,0,1,2,524288,2,2,3,27,13,0,0
1913,Electric_Guitar,"Electric Guitar",4,77000,0,1800,110,0,0,0,1,1,524288,2,2,4,70,13,4,0
1950,Rope,Rope,4,2500,0,400,45,0,0,0,2,3,1048576,2,2,1,3,14,0,0
1951,Rope_,Rope,4,2500,0,400,45,0,0,0,2,4,1048576,2,2,1,3,14,0,0
1952,Line,Line,4,12000,0,300,80,0,0,0,2,2,1048576,2,2,2,16,14,0,0
1953,Line_,Line,4,12000,0,300,80,0,0,0,2,3,1048576,2,2,2,16,14,0,0
1954,Wire,Wire,4,17500,0,1000,95,0,0,0,2,2,1048576,2,2,2,16,14,0,0
1955,Wire_,Wire,4,17500,0,1000,95,0,0,0,2,3,1048576,2,2,2,16,14,0,0
1956,Rante,Rante,4,32000,0,900,135,0,0,0,2,0,1048576,2,2,3,30,14,0,0
1957,Rante_,Rante,4,32000,0,900,135,0,0,0,2,1,1048576,2,2,3,30,14,0,0
1958,Tail,Tail,4,41000,0,700,105,0,0,0,2,1,1048576,2,2,3,30,14,0,0
1959,Tail_,Tail,4,41000,0,700,105,0,0,0,2,2,1048576,2,2,3,30,14,0,0
1960,Whip,Whip,4,38000,0,700,120,0,0,0,2,1,1048576,2,2,3,30,14,0,0
1961,Whip_,Whip,4,38000,0,700,120,0,0,0,2,2,1048576,2,2,3,30,14,0,0
1962,Lariat,Lariat,4,20,0,400,100,0,0,0,2,0,1048576,2,2,4,44,14,0,0
1963,Rapture_Rose,"Rapture Rose",4,20,0,300,115,0,0,0,2,0,1048576,2,2,4,44,14,5,0
1964,Chemeti,Chemeti,4,20,0,700,135,0,0,0,2,0,1048576,2,2,4,44,14,0,0
2101,Guard,Guard,5,500,0,300,0,0,2,0,0,0,8191,2,32,0,0,1,0,0
2102,Guard_,Guard,5,500,0,300,0,0,2,0,0,1,8191,2,32,0,0,1,0,0
2103,Buckler,Buckler,5,14000,0,600,0,0,4,0,0,0,7410,2,32,0,0,2,0,0
2104,Buckler_,Buckler,5,14000,0,600,0,0,4,0,0,1,7410,2,32,0,0,2,0,0
2105,Shield,Shield,5,56000,0,1300,0,0,6,0,0,0,130,2,32,0,0,3,0,0
2106,Shield_,Shield,5,56000,0,1300,0,0,6,0,0,1,130,2,32,0,0,3,0,0
2107,Mirror_Shield,"Mirror Shield",5,60000,0,1000,0,0,4,5,0,0,130,2,32,0,0,4,0,0
2108,Mirror_Shield_,"Mirror Shield",5,60000,0,1000,0,0,4,5,0,1,130,2,32,0,0,4,0,0
2109,Memory_Book,"Memory Book",5,20,10,100,0,0,3,2,0,0,2088959,2,32,0,1,15,0,0
2110,Holyguard,Holyguard,5,10,10,150,0,0,5,2,0,0,16384,2,32,0,68,4,0,0
2111,Evangelist,Evangelist,5,10,10,140,0,0,5,3,0,0,16384,2,32,0,83,4,0,0
2112,Guard_For_Novice,"Guard for Novice",5,1,1,10,0,0,3,0,0,0,8388609,2,32,0,10,0,0,0
2199,Ahura_Mazdah,"Ahura Mazdah",5,1,1,10,0,0,1200,0,0,0,2088959,2,32,4,1,0,0,0
2201,Sunglasses,Sunglasses,5,5000,0,100,0,0,0,0,0,0,8191,2,512,0,0,12,0,0
2202,Sunglasses_,Sunglasses,5,5000,0,100,0,0,0,0,0,1,8191,2,512,0,0,12,0,0
2203,Glasses,Glasses,5,4000,0,100,0,0,0,0,0,0,8191,2,512,0,0,3,0,0
2204,Glasses_,Glasses,5,4000,0,100,0,0,0,0,0,1,8191,2,512,0,0,3,0,0
2205,Diver's_Goggles,"Diver's Goggles",5,3500,0,100,0,0,0,0,0,0,8191,2,512,0,0,10,0,0
2206,Wedding_Veil,"Wedding Veil",5,23000,0,100,0,0,0,5,0,0,8191,0,256,0,0,44,0,0
2207,Fancy_Flower,"Fancy Flower",5,20,0,100,0,0,0,0,0,0,8191,2,256,0,0,0,0,0
2208,Ribbon,Ribbon,5,800,0,100,0,0,1,3,0,0,8191,0,256,0,0,17,0,0
2209,Ribbon_,Ribbon,5,800,0,100,0,0,1,3,0,1,8191,0,256,0,0,17,0,0
2210,Hair_Band,"Hair Band",5,500,0,100,0,0,1,0,0,0,8191,2,256,0,0,9,0,0
2211,Bandana,Bandana,5,400,0,100,0,0,1,0,0,0,8191,2,256,0,0,6,0,0
2212,Eye_Patch,"Eye Patch",5,1000,0,100,0,0,0,0,0,0,8191,2,512,0,0,13,0,0
2213,Cat_Hairband,"Cat Hairband",5,20,0,100,0,0,2,0,0,0,8191,2,256,0,0,2,0,0
2214,Bunny_Band,"Bunny Band",5,20,0,100,0,0,2,0,0,0,8191,2,256,0,0,15,0,0
2215,Flower_Hairband,"Flower Hairband",5,20,0,100,0,0,2,0,0,0,8191,2,256,0,0,5,0,0
2216,Biretta,Biretta,5,9000,0,100,0,0,4,0,0,0,1040,2,256,0,0,11,0,0
2217,Biretta_,Biretta,5,9000,0,100,0,0,4,0,0,1,1040,2,256,0,0,11,0,0
2218,Flu_Mask,"Flu Mask",5,300,0,100,0,0,0,0,0,0,8191,2,1,0,0,8,0,0
2219,Flu_Mask_,"Flue Mask",5,300,0,100,0,0,0,0,0,0,8191,2,1,0,0,8,0,0
2220,Hat,Hat,5,1000,0,200,0,0,2,0,0,0,8191,2,256,0,0,16,0,0
2221,Hat_,Hat,5,1000,0,200,0,0,2,0,0,1,8191,2,256,0,0,16,0,0
2222,Turban,Turban,5,4500,0,300,0,0,3,0,0,0,8191,2,256,0,0,7,0,0
2223,Turban_,Turban,5,4500,0,300,0,0,3,0,0,1,8191,2,256,0,0,7,0,0
2224,Goggle,Goggles,5,10000,0,300,0,0,5,0,0,0,6370,2,768,0,0,1,0,0
2225,Goggle_,Goggles,5,10000,0,300,0,0,5,0,0,1,6370,2,768,0,0,1,0,0
2226,Cap,Cap,5,12000,0,400,0,0,4,0,0,0,6890,2,256,0,0,14,0,0
2227,Cap_,Cap,5,12000,0,400,0,0,4,0,0,1,6890,2,256,0,0,14,0,0
2228,Helm,Helm,5,44000,0,600,0,0,6,0,0,0,130,2,256,0,0,40,0,0
2229,Helm_,Helm,5,44000,0,600,0,0,6,0,0,1,130,2,256,0,0,40,0,0
2230,Gemmed_Sallet,"Gemmed Sallet",5,50000,0,500,0,0,4,3,0,0,6370,2,256,0,0,0,0,0
2231,Gemmed_Sallet_,"Gemmed Sallet",5,50000,0,500,0,0,4,3,0,1,6370,2,256,0,0,0,0,0
2232,Circlet,Circlet,5,7500,0,300,0,0,3,3,0,0,1300,2,256,0,0,18,0,0
2233,Circlet_,Circlet,5,7500,0,300,0,0,3,3,0,1,1300,2,256,0,0,18,0,0
2234,Tiara,Tiara,5,20,0,400,0,0,4,0,0,0,8190,0,256,0,45,19,0,0
2235,Crown,Crown,5,20,0,400,0,0,4,0,0,0,8190,1,256,0,45,45,0,0
2236,Santa_Hat,"Santa Hat",5,20,0,100,0,0,1,1,0,0,8191,2,256,0,0,20,0,0
2237,Bandit_Beard,"Bandit Beard",5,2,0,100,0,0,0,0,0,0,8191,2,1,0,0,21,0,0
2238,Moustache,Moustache,5,2,0,100,0,0,0,0,0,0,8191,2,1,0,0,22,0,0
2239,Single_Glass,"Single Glass",5,10000,0,100,0,0,0,0,0,0,8191,2,512,0,0,23,0,0
2240,Beard,Beard,5,2,0,100,0,0,0,0,0,0,8191,2,1,0,0,24,0,0
2241,Granpa_Beard,"Grampa Beard",5,20,0,100,0,0,0,0,0,0,8191,2,1,0,0,25,0,0
2242,Luxury_Sunglasses,"Luxury Sungalsses",5,24000,0,100,0,0,1,0,0,0,8191,2,512,0,0,26,0,0
2243,Geek_Glasses,"Geek Glasses",5,20000,0,100,0,0,1,0,0,0,8191,2,512,0,0,27,0,0
2244,Big_Ribbon,"Big Ribbon",5,15000,0,200,0,0,2,3,0,0,8191,2,256,0,0,28,0,0
2245,Sweet_Gent,"Sweet Gent",5,15000,0,400,0,0,3,0,0,0,8191,2,256,0,0,29,0,0
2246,Golden_Gear,"Golden Gear",5,20,0,900,0,0,5,0,0,0,8190,2,256,0,40,30,0,0
2247,Romantic_Gent,"Romantic Gent",5,15000,0,400,0,0,3,0,0,0,8191,2,256,0,0,31,0,0
2248,Western_Grace,"Westren Grace",5,15000,0,400,0,0,3,0,0,0,8191,2,256,0,0,32,0,0
2249,Coronet,Coronet,5,20,0,300,0,0,3,0,0,0,8190,2,256,0,0,33,0,0
2250,Cute_Ribbon,"Cute Ribbon",5,500,0,100,0,0,1,0,0,0,8191,2,256,0,0,34,0,0
2251,Monk_Hat,"Monk Hat",5,30000,0,100,0,0,5,3,0,0,1040,2,256,0,0,35,0,0
2252,Wizard_Hat,"Wizard Hat",5,20,0,300,0,0,4,0,0,0,260,2,256,0,0,36,0,0
2253,Sunflower,Sunflower,5,20,0,100,0,0,1,0,0,0,8191,2,256,0,0,37,0,0
2254,Angel_Wing,"Angel Wing",5,20,0,100,0,0,2,3,0,0,8191,2,256,0,0,38,0,0
2255,Evil_Wing,"Evil Wing",5,20,0,100,0,0,3,2,0,0,8191,2,256,0,0,39,0,0
2256,Magestic_Goat,"Majestic Goat",5,20,0,800,0,0,5,0,0,0,2210,2,256,0,0,41,0,0
2257,Snow_Horn,"Snow Horn",5,20,0,100,0,0,2,0,0,0,8191,2,256,0,0,42,0,0
2258,Spikey_Band,"Spikey Band",5,20,0,1000,0,0,6,0,0,0,8190,2,256,0,50,43,0,0
2259,Mini_Propeller,"Mini Propeller",5,20,0,100,0,0,1,0,0,0,8191,2,256,0,0,46,0,0
2260,Mini_Glasses,"Mini Glasses",5,28000,0,100,0,0,1,0,0,0,8191,2,512,0,0,47,0,0
2261,Army_Cap,"Army Cap",5,20,0,400,0,0,4,0,0,0,6890,2,256,0,0,48,0,0
2262,Pierrot_Nose,"Pierrot Nose",5,20,0,100,0,0,0,0,0,0,8191,2,1,0,0,49,0,0
2263,Zoro_Masque,"Zoro Masque",5,20,0,100,0,0,0,0,0,0,8191,2,512,0,0,50,0,0
2264,Munak_Turban,"Munak Turban",5,20,0,300,0,0,5,0,0,0,8191,2,769,0,0,51,0,0
2265,Ganster_Mask,"Gangster Mask",5,20,0,100,0,0,0,0,0,0,8191,2,1,0,0,52,0,0
2266,Iron_Chain,"Iron Chain",5,20,0,300,0,0,1,0,0,0,130,2,1,0,50,53,0,0
2267,Cigar,Cigar,5,20,0,100,0,0,0,0,0,0,8190,2,1,0,0,54,0,0
2268,Pipe,Pipe,5,20,0,100,0,0,0,0,0,0,8191,2,1,0,0,55,0,0
2269,Romantic_Flower,"Romantic Flower",5,20,0,100,0,0,0,0,0,0,8191,2,1,0,0,56,0,0
2270,Romantic_Leaf,"Romantic Leaf",5,20,0,100,0,0,0,0,0,0,8191,2,1,0,0,57,0,0
2271,Jack_a_Dandy,"Jack a Dandy",5,45000,0,100,0,0,1,0,0,0,8191,2,256,0,0,58,0,0
2272,Stop_Post,"Stop Post",5,20,0,400,0,0,1,0,0,0,8191,2,256,0,0,59,0,0
2273,Doctor_Cap,"Doctor Cap",5,20,0,100,0,0,1,0,0,0,8191,2,256,0,0,60,0,0
2274,Ghost_Bandana,"Ghost Bandana",5,20,0,100,0,0,0,0,0,0,8191,2,256,0,0,61,0,0
2275,Red_Bandana,"Red Bandana",5,20,0,100,0,0,2,0,0,0,8191,2,256,0,0,62,0,0
2276,Eagle_Eyes,"Eagle Eyes",5,20,0,100,0,0,1,0,0,0,8191,2,512,0,0,63,0,0
2277,Nurse_Cap,"Nurse cap",5,20,0,100,0,0,1,0,0,0,1040,2,256,0,0,64,0,0
2278,Mr_Smile,"Mr Smile",5,30,0,100,0,0,1,0,0,0,8191,2,513,0,0,65,0,0
2279,Bomb_Wick,"Bomb Wick",5,20,0,100,0,0,1,0,0,0,8191,2,256,0,0,66,0,0
2280,Sakkat,Sakkat,5,20,0,300,0,0,3,0,0,0,8191,2,256,0,0,67,0,0
2281,Opera_Mask,"Opera Mask",5,20,0,200,0,0,2,0,0,0,8191,2,513,0,0,68,0,0
2282,Heaven_Ring,"Heaven Ring",5,20,0,100,0,0,0,0,0,0,8191,2,256,0,0,69,0,0
2283,Ear_Muffs,"Ear Muffs",5,20,0,200,0,0,3,0,0,0,8191,2,256,0,0,70,0,0
2284,Antler,Antler,5,20,0,500,0,0,4,0,0,0,8191,2,256,0,0,71,0,0
2285,Apple_Of_Archer,"Apple of Archer",5,20,0,200,0,0,0,0,0,0,8191,2,256,0,30,72,0,0
2286,Elven_Ears,"Elven Ears",5,20,0,100,0,0,0,0,0,0,8191,2,512,0,70,73,0,0
2287,Pirate_Bandana,"Pirate Bandana",5,20,0,100,0,0,1,0,0,0,8191,2,256,0,0,74,0,0
2288,Mr_Scream,"Mr. Scream",5,20,0,100,0,0,1,0,0,0,8191,2,513,0,0,75,0,0
2289,Poo_Poo_Hat,"Poo Poo Hat",5,20,0,700,0,0,0,0,0,0,8191,2,256,0,0,76,0,0
2290,Funeral_Hat,"Funeral Hat",5,3000,0,100,0,0,1,0,0,0,8191,2,256,0,0,77,0,0
2291,Masquerade,Masquerade,5,20,0,100,0,0,0,0,0,0,8191,2,512,0,0,78,0,0
2292,Welding_Mask,"Welding Mask",5,20,0,300,0,0,2,0,0,0,2080,2,513,0,50,79,0,0
2293,Pretend_Murdered,"Pretend Murdered",5,20,0,100,0,0,1,0,0,0,8191,2,256,0,0,80,0,0
2294,Stellar,Stellar,5,20,0,100,0,0,1,0,0,0,8191,2,256,0,0,81,0,0
2295,Blinker,Blinker,5,1500,0,100,0,0,0,0,0,0,8191,2,512,0,0,82,0,0
2296,Binoculars,Binoculars,5,20,0,100,0,0,1,0,0,0,520,2,512,0,50,83,0,0
2297,Goblin_Mask,"Goblin Mask",5,20,0,100,0,0,1,0,0,0,8191,2,513,0,0,84,0,0
2298,Green_Feeler,"Green Feelers",5,20,0,100,0,0,2,0,0,0,8191,2,256,0,0,85,0,0
2299,Orc_Helm,"Orc Helm",5,20,0,500,0,0,5,0,0,0,6370,2,256,0,0,86,0,0
2301,Cotton_Shirt,"Cotton Shirt",5,10,0,100,0,0,1,0,0,0,8191,2,16,0,0,0,0,0
2302,Cotton_Shirt_,"Cotton Shirt",5,10,0,100,0,0,1,0,0,1,8191,2,16,0,0,0,0,0
2303,Leather_Jacket,"Leather Jacket",5,200,0,200,0,0,2,0,0,0,8191,2,16,0,0,0,0,0
2304,Leather_Jacket_,"Leather Jacket",5,200,0,200,0,0,2,0,0,1,8191,2,16,0,0,0,0,0
2305,Adventure_Suit,"Adventure Suit",5,1000,0,300,0,0,3,0,0,0,8191,2,16,0,0,0,0,0
2306,Adventure_Suit_,"Adventure Suit",5,1000,0,300,0,0,3,0,0,1,8191,2,16,0,0,0,0,0
2307,Mantle,Mantle,5,10000,0,600,0,0,4,0,0,0,6890,2,16,0,0,0,0,0
2308,Mantle_,Mantle,5,10000,0,600,0,0,4,0,0,1,6890,2,16,0,0,0,0,0
2309,Coat,Coat,5,22000,0,1200,0,0,5,0,0,0,6890,2,16,0,0,0,0,0
2310,Coat_,Coat,5,22000,0,1200,0,0,5,0,0,1,6890,2,16,0,0,0,0,0
2311,Mink_Coat,"Mink Coat",5,500000,0,2300,0,0,6,0,0,1,8190,2,16,0,30,0,0,0
2312,Padded_Armor,"Padded Armor",5,48000,0,2800,0,0,7,0,0,0,6370,2,16,0,0,0,0,0
2313,Padded_Armor_,"Padded Armor",5,48000,0,2800,0,0,7,0,0,1,6370,2,16,0,0,0,0,0
2314,Chain_Mail,"Chain Mail",5,65000,0,3300,0,0,8,0,0,0,6370,2,16,0,0,0,0,0
2315,Chain_Mail_,"Chain Mail",5,65000,0,3300,0,0,8,0,0,1,6370,2,16,0,0,0,0,0
2316,Plate_Armor,"Plate Armor",5,80000,0,4500,0,0,10,0,0,0,130,2,16,0,40,0,0,0
2317,Plate_Armor_,"Plate Armor",5,80000,0,4500,0,0,10,0,0,1,130,2,16,0,40,0,0,0
2318,Lord's_Clothes,"Lord's Clothing",5,20,0,2500,0,0,8,5,0,1,2080,2,16,0,70,0,0,0
2319,Glittering_Clothes,"Glittering Clothes",5,20,0,2500,0,0,7,5,0,1,2080,2,16,0,60,0,0,0
2320,Formal_Suit,"Formal Suit",5,20,0,300,0,0,5,0,0,1,8190,2,16,0,0,0,0,0
2321,Silk_Robe,"Silk Robe",5,8000,0,400,0,0,3,10,0,0,8190,2,16,0,0,0,0,0
2322,Silk_Robe_,"Silk Robe",5,8000,0,400,0,0,3,10,0,1,8190,2,16,0,0,0,0,0
2323,Scapulare,Scapulare,5,6500,0,400,0,0,4,0,0,0,1040,2,16,0,0,0,0,0
2324,Scapulare_,Scapulare,5,6500,0,400,0,0,4,0,0,1,1040,2,16,0,0,0,0,0
2325,Saint's_Robe,"Saint's Robe",5,54000,0,600,0,0,6,5,0,0,3250,2,16,0,0,0,0,0
2326,Saint's_Robe_,"Saint's Robe",5,54000,0,600,0,0,6,5,0,1,3250,2,16,0,0,0,0,0
2327,Holy_Robe,"Holy Robe",5,20,0,1700,0,0,7,5,0,0,1040,2,16,0,60,0,0,0
2328,Wooden_Mail,"Wooden Mail",5,5500,0,1000,0,0,4,0,0,0,2210,2,16,0,0,0,0,0
2329,Wooden_Mail_,"Wooden Mail",5,5500,0,1000,0,0,4,0,0,1,2210,2,16,0,0,0,0,0
2330,Tights,Tights,5,71000,0,500,0,0,6,0,0,0,520,2,16,0,45,0,0,0
2331,Tights_,Tights,5,71000,0,500,0,0,6,0,0,1,520,2,16,0,45,0,0,0
2332,Silver_Robe,"Silver Robe",5,7000,0,700,0,0,4,0,0,0,260,2,16,0,0,0,0,0
2333,Silver_Robe_,"Silver Robe",5,7000,0,700,0,0,4,0,0,1,260,2,16,0,0,0,0,0
2334,Mage_Coat,"Mage Coat",5,20,0,600,0,0,5,5,0,0,260,2,16,0,50,0,0,0
2335,Thief_Clothes,"Thief Clothes",5,74000,0,100,0,0,6,0,0,0,4160,2,16,0,0,0,0,0
2336,Thief_Clothes_,"Thief Clothes",5,74000,0,100,0,0,6,0,0,1,4160,2,16,0,0,0,0,0
2337,Ninja_Suit,"Ninja Suit",5,20,0,1500,0,0,7,3,0,0,4160,2,16,0,50,0,0,0
2338,Wedding_Dress,"Wedding Dress",5,43000,0,500,0,0,0,15,0,0,8190,2,16,0,0,0,0,0
2339,Panties,Panties,5,1000,0,100,0,0,4,0,0,0,8191,2,16,0,0,0,0,0
2340,Novice_Breastplate,"Novice Breastplate",5,89000,44500,500,0,0,4,0,0,1,8388609,2,16,0,10,0,0,0
2341,Full_Plate_Armor,"Full Plate Armor",5,94000,47000,550,0,0,11,0,0,0,16384,2,16,0,70,0,0,0
2342,Full_Plate_Armor_,"Full Plate Armor",5,124800,62400,550,0,0,11,0,0,1,16384,2,16,0,70,0,0,0
2343,Robe_of_Casting,"Robe of Casting",5,124800,62400,110,0,0,5,0,0,0,65792,2,16,0,75,0,0,0
2344,Armor_of_Fire,"Armor of Fire",5,136000,68000,220,0,0,4,0,0,0,162,3,16,0,45,0,3,0
2345,Armor_of_Fire_,"Armor of Fire",5,136000,68000,220,0,0,4,0,0,1,162,2,16,0,45,0,3,0
2346,Armor_of_Water,"Armor of Water",5,136000,68000,220,0,0,4,0,0,0,162,2,16,0,45,0,1,0
2347,Armor_of_Water_,"Armor of Water",5,136000,68000,220,0,0,4,0,0,1,162,2,16,0,45,0,1,0
2348,Armor_of_Wind,"Armor of Wind",5,136000,68000,220,0,0,4,0,0,0,162,2,16,0,45,0,4,0
2349,Armor_of_Wind_,"Armor of Wind",5,136000,68000,220,0,0,4,0,0,1,162,2,16,0,45,0,4,0
2350,Armor_of_Land,"Armor of Land",5,136000,68000,220,0,0,4,0,0,0,162,2,16,0,45,0,2,0
2351,Armor_of_Land_,"Armor of Land",5,136000,68000,200,0,0,4,0,0,1,162,2,16,0,45,0,2,0
2352,Armor_For_Novice,"Armor For Novice",5,1,1,10,0,0,4,0,0,0,1,2,16,0,1,0,0,0
2401,Sandals,Sandals,5,400,0,200,0,0,1,0,0,0,8191,2,64,0,0,0,0,0
2402,Sandals_,Sandals,5,400,0,200,0,0,1,0,0,1,8191,2,64,0,0,0,0,0
2403,Shoes,Shoes,5,3500,0,400,0,0,2,0,0,0,8190,2,64,0,0,0,0,0
2404,Shoes_,Shoes,5,3500,0,400,0,0,2,0,0,1,8190,2,64,0,0,0,0,0
2405,Boots,Boots,5,18000,0,600,0,0,4,0,0,0,6890,2,64,0,0,0,0,0
2406,Boots_,Boots,5,18000,0,600,0,0,4,0,0,1,6890,2,64,0,0,0,0,0
2407,Chrystal_Pumps,"Crystal Pumps",5,20,0,100,0,0,0,10,0,0,8190,0,64,0,0,0,0,0
2408,Ball_n_Chain,Ball'n'Chain,5,5000,0,3000,0,0,3,0,0,0,8191,2,64,0,0,0,0,0
2409,High_Heel,"High Heel",5,8500,0,600,0,0,2,5,0,0,6890,2,64,0,0,0,0,0
2410,Sleipnir,Sleipnir,5,20,10,3500,0,0,1,10,0,0,2088958,2,64,0,94,0,0,0
2411,Greaves,Greaves,5,48000,24000,750,0,0,5,0,0,0,16512,2,64,0,65,0,0,0
2412,Greaves_,Greaves_,5,54000,27000,750,0,0,5,0,0,1,16512,2,64,0,65,0,0,0
2413,Safety_Shoes,Safety_Shoes,5,34000,17000,350,0,0,6,0,0,0,16514,2,64,0,30,0,0,0
