Name,item1,percent1,item2,percent2,item3,percent3,item4,percent4,item5,percent5,item6,percent6,item7,percent7,item8,percent8
PERMETER,967,4550,7070,45,1019,1240,501,2450,912,1240,522,25,605,1,1519,1
ASSAULTER,967,4550,7069,1200,7072,840,503,1280,912,1240,522,45,603,1,512,0
SOLIDER,967,4550,7070,64,7067,850,502,2100,912,1240,518,850,1519,1,512,0
SEAL,912,4500,510,250,2310,5,7053,1200,1452,1,525,200,746,120,512,0
HEATER,967,4550,7070,750,501,2400,912,1640,526,140,7054,600,1505,2,7068,1250
FREEZER,967,4550,7070,850,7066,1250,912,1800,526,160,7053,600,1504,5,512,0
OWL_DUKE,7071,4550,7063,1500,1716,1,747,1,1451,3,1513,2,5045,1,7054,1500
DRAGON_TAIL,7064,4550,1096,400,943,800,2207,8,2226,2,601,300,602,150,512,0
SPRING_RABBIT,7054,3500,7053,2500,949,2500,511,800,508,800,510,200,509,800,512,0
SEA_OTTER,722,150,965,5500,7065,4500,725,50,726,50,746,650,7053,1200,512,0
TREASURE_BOX1,522,4500,608,2000,607,1000,2317,20,1417,5,2106,20,1164,5,1165,5
TREASURE_BOX2,7073,10,658,500,5025,3,984,2000,985,2000,2406,50,2229,15,5017,3
TREASURE_BOX3,522,4500,608,2000,607,1000,1472,3,2508,5,2602,5,2235,2,2234,3
TREASURE_BOX4,7074,10,658,500,2507,5,984,2000,985,2000,2602,4,5017,4,2235,3
TREASURE_BOX5,522,4500,608,2000,607,1000,2507,4,2106,20,1306,5,5022,3,2615,2
TREASURE_BOX6,7075,10,658,500,2624,2,984,2000,985,2000,2318,3,2508,4,1164,3
TREASURE_BOX7,522,4500,608,2000,607,1000,1165,5,1239,3,1144,1,5027,3,2601,3
TREASURE_BOX8,7076,10,658,500,5053,2,984,2000,985,2000,2621,2,2601,3,2603,4
TREASURE_BOX9,522,4500,608,2000,607,1000,2604,5,1238,1,2627,3,2235,2,2234,3
TREASURE_BOX10,7077,10,658,500,2604,3,984,2000,985,2000,1237,2,2269,3,2270,4
TREASURE_BOX11,522,4500,608,2000,607,1000,2607,5,2269,2,2270,3,1165,2,2234,2
TREASURE_BOX12,7078,10,658,500,2623,3,984,2000,985,2000,2605,4,1529,8,1472,2
TREASURE_BOX13,522,4500,608,2000,607,1000,2625,3,985,2500,1237,2,2407,6,2622,3
TREASURE_BOX14,7079,10,658,500,2235,2,984,2000,985,2000,1142,3,2603,5,2602,5
TREASURE_BOX15,522,4500,608,2000,607,1000,984,2500,1165,3,2318,2,5017,2,1716,25
TREASURE_BOX16,7080,10,658,500,2603,4,984,2000,985,2000,2607,6,5025,3,1306,3
TREASURE_BOX17,522,4500,608,2000,607,1000,1529,3,1472,3,1531,5,984,2500,1417,5
TREASURE_BOX18,7081,10,658,500,2504,1500,984,2000,985,2000,985,2000,2109,3,5027,3
TREASURE_BOX19,522,4500,608,2000,607,1000,2507,5,607,1200,2603,5,2615,3,984,2200
TREASURE_BOX20,7082,10,658,500,2624,4,984,2000,985,2000,2602,2,2508,10,5045,4
TREASURE_BOX21,522,4500,608,2000,607,1000,2605,5,2625,3,2318,3,2106,50,2104,60
TREASURE_BOX22,7083,10,658,500,2506,68,984,2000,985,2000,2270,5,1237,2,2234,2
TREASURE_BOX23,522,4500,608,2000,607,1000,985,2000,5053,2,5022,2,2607,3,2229,50
TREASURE_BOX24,7084,10,658,500,608,2200,984,2000,985,2000,1472,3,1306,3,1164,2
TREASURE_BOX25,522,4500,608,2000,607,1000,984,2000,2621,3,2601,5,2102,160,2234,4
TREASURE_BOX26,7085,10,658,500,2235,2,984,2000,985,2000,2109,2,5027,4,2331,9
TREASURE_BOX27,522,4500,608,2000,607,1000,2331,10,985,2000,1417,3,2507,3,2407,4
TREASURE_BOX28,7086,10,658,500,1306,2,984,2000,985,2000,2601,4,1164,2,2318,2
TREASURE_BOX29,522,4500,608,2000,607,1000,2318,2,1529,3,2270,4,5022,2,2234,4
TREASURE_BOX30,7087,10,658,500,985,2000,984,2000,985,2000,2269,2,5025,2,2102,200
TREASURE_BOX31,522,4500,608,2000,607,1000,2102,180,1143,3,2602,4,2234,3,2229,20
TREASURE_BOX32,7088,10,658,500,2104,160,984,2000,985,2000,1238,2,2317,15,2603,4
TREASURE_BOX33,522,4500,608,2000,607,1000,2623,3,2235,2,1142,2,1143,2,2106,4
TREASURE_BOX34,7089,10,658,500,608,2000,984,2000,985,2000,985,2500,2615,1,1164,1
TREASURE_BOX35,522,4500,608,2000,607,1000,1238,2,2621,3,2601,4,2615,2,2602,3
TREASURE_BOX36,7090,10,658,500,2604,3,984,2000,985,2000,2624,2,1417,2,1306,1
TREASURE_BOX37,522,4500,608,2000,607,1000,2605,4,2625,2,2607,15,5025,2,2603,4
TREASURE_BOX38,7091,10,658,500,607,1500,984,2000,985,2000,2269,5,1529,3,1472,3
TREASURE_BOX39,522,4500,608,2000,607,1000,2109,2,607,1200,1142,2,2605,4,2623,4
TREASURE_BOX40,7092,10,658,500,2407,10,984,2000,985,2000,1237,4,5027,3,5017,3
G_ASSAULTER,1019,9000,512,0,512,0,512,0,512,0,512,0,512,0,512,0
APOCALIPS,7093,6700,7094,2400,7095,5500,757,1500,985,500,2506,200,512,0,512,0
LAVA_GOLEM,7096,5000,7097,3800,2316,200,2317,100,0,0,0,0,0,0,0,0
BLAZZER,7097,5500,7098,370,504,2300,0,0,0,0,0,0,0,0,0,0
GEOGRAPHER,1032,7500,1033,5500,2270,100,2235,100,0,0,0,0,0,0,0,0
GRAND_PECO,7101,5000,522,300,992,1000,969,100,0,0,0,0,0,0,0,0
SUCCUBUS,522,1500,2407,300,2611,500,2613,150,2601,20,505,1000,5066,1,0,0
FAKE_ANGEL,7104,5500,7105,3500,717,1000,715,1000,716,1000,0,0,0,0,0,0
GOAT,7106,5000,7107,2500,713,5000,507,500,508,2500,510,1000,511,5500,0,0
LORD_OF_DEATH,7108,5500,607,1700,2621,10,2624,10,1306,10,1529,10,658,10,1417,10
INCUBUS,522,1500,504,5500,2621,100,2610,500,2613,150,504,1200,5072,1,0,0
THE_PAPER,7111,5500,7112,3200,503,800,511,2000,0,0,0,0,0,0,0,0
HARPY,7115,5500,7116,2500,502,1500,503,800,0,0,0,0,0,0,0,0
ELDER,1473,2,1472,5,7099,4500,7117,1500,7118,1500,0,0,0,0,0,0
DEMON_PUNGUS,7119,4200,7001,4700,908,4000,511,2000,503,800,0,0,0,0,0,0
NIGHTMARE_TERROR,7120,5500,2626,10,2608,30,505,50,510,15,0,0,0,0,0,0
DRILLER,1012,7500,715,4000,716,3500,0,0,0,0,0,0,0,0,0,0
GRIZZLY,984,7500,919,7500,549,2500,0,0,0,0,0,0,0,0,0,0
DIABOLIC,1038,6800,1039,5700,2605,30,984,20,0,0,0,0,0,0,0,0
EXPLOSION,7006,6500,7097,2500,7122,3500,756,100,522,50,0,0,0,0,0,0
DELETER,7123,4700,1035,5500,1036,3700,1037,4000,0,0,0,0,0,0,0,0
DELETER_,7123,4700,1035,5500,1036,3700,1037,4000,0,0,0,0,0,0,0,0
SLEEPER,7124,5500,1056,5500,997,4500,756,300,1226,50,1222,20,0,0,0,0
GIG,1046,5000,904,7500,716,150,525,2500,994,50,0,0,0,0,0,0
ARCHANGELING,2255,50,610,1800,608,150,984,55,985,15,2317,3,7145,500,0,0
DRACULA,2621,4,2507,15,1722,5,1473,5,607,4700,1557,4,4134,1,512,0
VIOLY,1060,6500,1610,50,740,1200,2610,800,526,1400,0,0,0,0,0,0
GALAPAGO,606,100,610,1500,503,2500,7053,6700,605,100,0,0,0,0,0,0
ROTAR_ZAIRO,7126,500,2312,10,2309,10,999,450,984,10,912,2500,910,5500,0,0
CRYSTAL_1,607,2000,608,2000,522,2000,547,2000,546,2000,545,2000,526,2000,616,640
CRYSTAL_2,1472,25,1473,18,7015,550,1306,850,1417,940,512,180,512,220,644,2000
CRYSTAL_3,2616,3,2602,80,2615,40,2605,50,2283,1000,616,2000,644,2000,2256,160
CRYSTAL_4,617,2000,603,2000,644,2000,616,640,2626,120,644,2000,617,2000,1722,150
EVENT_BAPHO,1417,550,1306,680,1145,480,2110,640,2327,1500,2111,500,2621,1750,2256,1550
KARAKASA,7150,4500,7151,5000,746,50,1019,3500,912,4000,7111,2500,0,0,0,0
SHINOBI,7156,5500,7053,2300,2335,8,2336,1,2337,9,7157,2000,739,30,0,0
POISON_TOAD,2610,150,724,5,526,160,506,600,7155,6000,7154,2400,0,0,0,0
ANTIQUE_FIRELOCK,998,5500,7126,1500,549,350,525,300,503,20,2285,1,0,0,0,0
MIYABI_NINGYO,7153,2500,7111,5500,7005,100,1000,1300,504,500,2613,1,1904,1,0,0
TENGU,7159,4000,7158,6000,999,80,7063,50,522,180,2278,20,0,0,0,0
KAPHA,640,10,708,100,7149,6500,521,2300,520,1600,912,600,7053,4000,0,0
DOKEBI_,1021,2000,757,112,1517,2,1613,1,969,1,1501,300,1005,5,4098,1
INCANTATION_SAMURAI,607,5000,504,5000,999,5000,984,3500,985,4700,1165,1,512,0,512,0
RICE_CAKE_BOY,7150,3500,7151,2200,2262,10,553,1000,1045,2000,7192,5000,0,0,0,0
LIVE_PEACH_TREE,7164,4700,522,1700,526,1100,604,300,532,90,0,0,0,0,0,0
EVIL_CLOUD_HERMIT,548,5500,7162,5000,553,6500,757,250,1908,1,555,4400,0,0,0,0
WILD_GINSENG,520,2500,1032,3500,1033,3500,521,2500,1951,3,516,5000,0,0,0,0
BABY_LEOPARD,7172,3700,7171,5500,517,2000,537,600,756,129,1215,100,0,0,0,0
WICKED_NYMPH,7165,4000,7166,1400,984,105,1904,1,1906,1,0,0,0,0,0,0
ZIPPER_BEAR,7161,4700,7167,3200,518,800,7085,1300,526,500,512,100,0,0,0,0
DARK_SNAKE_LORD,7169,6500,617,1500,5012,300,10020,6500,679,1500,661,1,0,0,0,0
BLOODY_BUTTERFLY,7163,4700,7168,2500,602,1000,1962,1,1802,5,924,5500,2269,1,0,0
DRYAD,2269,1,2270,1,1964,1,1951,25,7203,120,7198,160,7197,210,0,0
KIND_OF_BEETLE,2102,1,7190,1200,928,3200,7202,1100,955,3400,0,0,0,0,0,0
STONE_SHOOTER,7049,210,7201,140,7203,120,7188,110,1019,95,756,35,0,0,0,0
WOODEN_GOLEM,2270,1,7189,190,7188,221,604,26,757,35,0,0,0,0,0,0
WOOTAN_SHOOTER,7200,110,7195,110,513,310,517,225,7049,145,0,0,0,0,0,0
WOOTAN_FIGHTER,7196,110,7198,130,1802,25,1812,1,513,310,517,225,0,0,0,0
PARASITE,1957,1,2270,3,511,1600,508,1500,7197,1200,7193,800,7194,950,711,2100
EVENT_PORING,7126,7000,4001,200,5035,500,2110,500,2345,150,2347,150,2349,150,2351,150
GIBBET,7218,460,7201,800,724,320,7212,600,716,900,604,80,0,0,0,0
DULLAHAN,7209,500,,500,2505,15,2506,1,2508,15,2614,1,512,0,512,0
LOLI_RURI,7214,1500,7219,1100,7206,900,7019,320,0,0,0,0,0,0,0,0
DISGUISE,7216,1140,7221,900,518,1400,2502,20,2508,3,2504,2,0,0,0,0
BLOODY_MURDERER,7208,650,7223,430,7207,650,7017,130,1229,5,0,0,0,0,0,0
QUVE,7220,900,7205,1200,7154,500,601,850,756,30,0,0,0,0,0,0
LUDE,7225,1200,7220,900,1059,1400,2282,1,757,30,0,0,0,0,0,0
HYLOZOIST,7215,320,740,1050,7220,720,7217,350,7213,320,757,890,0,0,0,0
AMON_RA,7211,8000,984,3500,607,3000,616,450,5053,250,2615,100,1552,50,0,0
HYEGUN,7054,3200,609,50,985,200,7277,20,2406,1,0,0,0,0,0,0
CIVIL_SERVANT,7262,2100,7263,1700,606,100,1023,300,0,0,0,0,0,0,0,0
DANCING_DRAGON,7265,2400,7266,2600,7268,600,1036,1300,7038,420,0,0,0,0,0,0
BABY_GARM,7269,1400,7270,1100,7066,3200,749,200,0,0,0,0,0,0,0,0
LIVING_SOIL,7264,6400,7004,2900,997,50,969,1,0,0,0,0,0,0,0,0
LI_ME_MANG_RYANG,7267,4220,7268,2100,1502,60,1523,5,0,0,0,0,0,0,0,0
DEVILING,1039,3200,909,3800,2255,1,912,2100,7023,50,983,200,0,40,0,0
TAO_GUNKA,7300,1300,953,2500,7067,900,2631,10,757,50,7049,3300,0,0,0,0
TAMRUAN,7301,1300,2229,1,1160,50,504,310,7126,1600,756,300,0,0,0,0
MIME_MONKEY,7011,1200,942,1600,2305,100,1905,2,513,1000,567,800,568,870,0,0
LEAF_CAT,7298,500,511,2200,520,100,684,800,7080,1100,7294,100,0,0,0,0
KRABEN,7299,1100,502,1400,909,4300,512,1000,513,1100,566,700,0,0,0,0
