//ID,NAME,JNAME,TYPE,PRICE,SELL,WEIGHT
7220,Ectoplasm,Ectoplasm,3,322,0,10
7221,Chains,Chains,3,740,0,10
7222,Old_Tree,Old_Tree,3,438,0,10
7223,Old_Self-portrait,Old_Self-portrait,3,100,0,10
7224,Volation_Stone,Volation_Stone,3,20,0,10
7225,Silk_Covered_Lantern,Silk_Covered_Lantern,3,486,0,10
7226,Halucination_Pills,Halucination_Pills,3,20,0,10
7227,TCG_Card,TCG_Card,3,20,0,10
7228,Gold_Bar,Gold_Bar,3,50000,0,3000
7229,Silver_Bar,Silver_Bar,3,40000,0,2500
7230,Platinum_Bar,Platinum_Bar,3,45000,0,2700
7231,Gold_Ore,Gold_Ore,3,1200,0,100
7232,Silver_Ore,Silver_Ore,3,700,0,100
7233,Mithril_Ore,Mithril_Ore,3,1500,0,100
7234,Spirit_of_Guild,Spirit_of_Guild,3,20,0,10
7235,Spirit_of_Defense,Spirit_of_Assult,3,20,0,10
7236,Spirit_of_Defense,Spirit_of_Defense,3,20,0,10
7237,Spirit_of_Cooperation,Spirit_of_Cooperation,3,20,0,10
7238,Spirit_of_Harmony,Spirit_of_Harmony,3,20,0,10
7239,Spirit_of_Advancement,Spirit_of_Advancement,3,20,0,10
7240,Spirit_of_Trust,Spirit_of_Trust,3,20,0,10
7241,Spirit_of_Concentration,Spirit_of_Concentration,3,20,0,10
7242,Spirit_of_Unity,Spirit_of_Unity,3,20,0,10
7243,Spirit_of_Integrity,Spirit_of_Integrity,3,20,0,10
7244,Spirit_of_Communion,Spirit_of_Communion,3,20,0,10
7245,Spirit_of_Friendship,Spirit_of_Friendship,3,20,0,10
7246,Spirit_of_Peace,Spirit_of_Peace,3,20,0,10
7247,Spirit_of_Nature,Spirit_of_Nature,3,20,0,10
7248,Spirit_of_Fame,Spirit_of_Fame,3,20,0,10
7249,Spirit_of_Contribution,Spirit_of_Contribution,3,20,0,10
7250,Spirit_of_Glory,Spirit_of_Glory,3,20,0,10
7251,Spirit_of_Victory,Spirit_of_Victory,3,20,0,10
7252,Chinese_Medicine,Chinese_Medicine,3,20,0,10
7255,Songhwa_Week,Songhwa_Week,3,20,0,10
7256,Songhwa_Week_1,Songhwa_Week,3,20,0,10
7257,Songhwa_Week_2,Songhwa_Week,3,20,0,10
7258,Songhwa_Week_3,Songhwa_Week,3,20,0,10
7259,Songhwa_Week_4,Songhwa_Week,3,20,0,10
7260,Songhwa_Week_5,Songhwa_Week,3,20,0,10
7261,Songhwa_Week_6,Songhwa_Week,3,20,0,10
7262,Fan,Fan,3,120,0,10
7263,Eye_of_Cat,Eye_of_Cat,3,133,0,10
7264,Dry_Sand,Dry_Sand,3,145,0,10
7265,Horn_of_Dancing_Dragon,Horn_of_Dancing_Dragon,3,174,0,10
7266,Teeth_of_Dancing_Dragon,Teeth_of_Dancing_Dragon,3,113,0,10
7267,Leapord_Thong,Leapord_Thong,3,83,0,10
7268,Small_Lyeng,Small_Lyeng,3,100,0,10
7269,Baby's_Bib,Baby's_Bib,3,251,0,10
7270,Baby_bottle,Baby_bottle,3,312,0,10
7271,Novice_Statue,Novice_Statue,3,20,0,10
7272,Dumpling_Doll,Dumpling_Doll,3,20,0,10
7273,RWC_Medal,RWC_Medal,3,20,0,10
7274,Ancient_History_Book,Ancient_History_Book,3,20,0,10
7275,Ancient_Language_Document,Ancient_Language_Document,3,20,0,10
7276,Pictographs,Pictographs,3,20,0,10
7277,Munak_Doll,Munak_Doll,3,20,0,10
7278,Farewell_Letter,Farewell_Letter,3,20,0,10
7279,Vita500_Cap,Vita500_Cap,3,20,0,10
7280,1_Quiz_Ticket,1_Quiz_Ticket,3,20,0,10
7281,2_Quiz_Ticket,2_Quiz_Ticket,3,20,0,10
7282,3_Quiz_Ticket,3_Quiz_Ticket,3,20,0,10
7283,4_Quiz_Ticket,4_Quiz_Ticket,3,20,0,10
7284,5_Quiz_Ticket,5_Quiz_Ticket,3,20,0,10
7285,Holy_Threads,Holy_Threads,3,20,0,10
7286,Red_Chile,Red_Chile,3,20,0,10
7287,Holier_Threads,Holier_Threads,3,20,0,10
7288,Engagement_Ring,Engagement_Ring,3,20,0,10
7289,Peridot,Peridot,3,20,0,10
7290,Phlogopite,Phlogopite,3,20,0,10
7291,Agate,Agate,3,20,0,10
7292,Muscovite,Muscovite,3,20,0,10
7293,Rose_Quartz,Rose_Quartz,3,20,0,10
7294,Turquoise,Turquoise,3,20,0,10
7295,Citrin,Citrin,3,20,0,10
7296,Pyroxene,Pyroxene,3,20,0,10
7297,Biotite,Biotite,3,20,0,10
7298,Fig_Leaf,Fig_Leaf,3,538,0,10
7299,Straw_Basket,Straw_Basket,3,632,0,10
7300,Gemstone,Gemstone,3,20,0,10
7301,Tassel,Tassel,3,20,0,10
7302,Krathong,Krathong,3,20,0,10
7303,Straw_Rice_Bag,Straw_Rice_Bag,3,20,0,10
7304,Witchcraft_Document,Witchcraft_Document,3,20,0,10
7305,Authority_of_Nine_Worlds,Authority_of_Nine_Worlds,3,20,0,10
7306,Formation_of_Soul,Formation_of_Soul,3,20,0,10
7307,Whisper_of_Soul,Whisper_of_Soul,3,20,0,10
7308,Witchcraft_Medicine,Witchcraft_Medicine,3,20,0,10
7309,Wing_of_Crow,Wing_of_Crow,3,20,0,10
7310,Free_Peco_Coupon,Free_Peco_Coupon,3,20,0,10
7311,Airship_Coupon,Airship_Coupon,3,20,0,10
7312,Jubile,Jubile,3,20,0,10
7313,Witches_Voutcher,Witches_Voutcher,3,20,0,10
7314,The_Sign,The_Sign,3,20,0,10
7315,Dark_Crystal_Formation,Dark_Crystal_Formation,3,20,0,10
7316,Long_Leg,Long_Leg,3,20,0,10
7317,Screw,Screw,3,20,0,10
7318,Old_Pick_Axe,Old_Pick_Axe,3,20,0,10
7319,Old_Iron_Plate,Old_Iron_Plate,3,20,0,10
7320,Dust_Particle,Dust_Particle,3,20,0,10
7321,Light_Crystal_Formation,Light_Crystal_Formation,3,20,0,10
7322,Deadly_Gas,Deadly_Gas,3,20,0,10
7323,Old_Rusted_Pot,Old_Rusted_Pot,3,20,0,10
7324,Spiked_Sawtooth_Wheel,Spiked_Sawtooth_Wheel,3,20,0,10
7325,Tube,Tube,3,20,0,10
7326,Fluorescent_Liquid,Fluorescent_Liquid,3,20,0,10
7327,Flashlight,Flashlight,3,20,0,10
7328,Old_Roll_of_Paper,Old_Roll_of_Paper,3,20,0,10
7329,Clock_Tower_Key,Clock_Tower_Key,3,20,0,10
7330,Songhwa_Week,Songhwa_Week,3,20,0,10
7331,Heavenly_Rose,Heavenly_Rose,3,20,0,10
11000,Prontera_History_Book,Prontera_History_Book,3,20,0,10
