//NAME,STATE,SKILL_ID,SKILL_LV,PERCENT,CASTINT_TIME,COOL_DOWN,DISPELL,IF_CASE,IF_VALUE
DIABOLIC,RUSH_ST,WZ_METEOR,3,50,1500,5000,0,0,0
DIABOLIC,ANGRY_ST,WZ_METEOR,3,50,1500,5000,0,0,0
DIABOLIC,FOLLOW_ST,WZ_METEOR,3,50,1500,5000,0,0,0
DISGUISE,BERSERK_ST,NPC_COMBOATTACK,1,100,700,5000,NO_DISPEL,0,0
DISGUISE,BERSERK_ST,NPC_METAMORPHOSIS,1,50,0,60000,NO_DISPEL,IF_HP,10
DISGUISE,BERSERK_ST,NPC_PIERCINGATT,5,50,0,5000,0,0,0
DOKEBI,BERSERK_ST,BS_ADRENALINE,1,50,1500,5000,NO_DISPEL,0,0
DOKEBI,RUSH_ST,BS_ADRENALINE,1,50,1500,5000,NO_DISPEL,0,0
DOKEBI,BERSERK_ST,MC_MAMMONITE,5,50,800,5000,NO_DISPEL,0,0
DOKEBI,BERSERK_ST,NPC_DARKNESSATTACK,1,200,0,5000,0,0,0
DOKEBI,RMOVE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
DRAGON_FLY,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
DRAGON_FLY,BERSERK_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
DRAGON_FLY,RUSH_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
DRAGON_FLY,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
DRAGON_FLY,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
DRAGON_FLY,BERSERK_ST,NPC_WINDATTACK,5,50,500,5000,NO_DISPEL,0,0
DRAGON_TAIL,BERSERK_ST,NPC_BLOODDRAIN,1,50,0,5000,0,0,0
DRAGON_TAIL,BERSERK_ST,NPC_SLEEPATTACK,3,50,0,5000,0,0,0
DRAGON_TAIL,BERSERK_ST,NPC_WINDATTACK,2,50,500,5000,NO_DISPEL,0,0
DRAINLIAR,BERSERK_ST,NPC_BLINDATTACK,3,50,0,5000,0,0,0
DRAINLIAR,BERSERK_ST,NPC_BLOODDRAIN,1,50,0,5000,0,0,0
DRAINLIAR,BERSERK_ST,NPC_DARKNESSATTACK,1,200,0,5000,0,0,0
DRILLER,BERSERK_ST,AS_CLOAKING,1,200,200,5000,0,0,0
DRILLER,IDLE_ST,AS_CLOAKING,1,200,200,5000,0,0,0
DRILLER,RUSH_ST,AS_CLOAKING,1,200,200,5000,0,0,0
DRILLER,ANGRY_ST,AS_CLOAKING,1,200,200,5000,0,0,0
DRILLER,FOLLOW_ST,AS_CLOAKING,1,200,200,5000,0,0,0
DRILLER,BERSERK_ST,NPC_COMBOATTACK,2,50,700,5000,NO_DISPEL,0,0
DRILLER,ANGRY_ST,NPC_COMBOATTACK,2,50,700,5000,NO_DISPEL,0,0
DRILLER,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
DRILLER,BERSERK_ST,NPC_GROUNDATTACK,1,200,0,5000,0,0,0
DRILLER,ANGRY_ST,NPC_GROUNDATTACK,1,200,0,5000,0,0,0
DROPS,MOVEITEM_ST,NPC_EMOTION,1,200,0,5000,0,0,0
DROPS,BERSERK_ST,NPC_FIREATTACK,1,200,0,5000,0,0,0
DRYAD,IDLE_ST,AL_HEAL,9,1000,500,5000,0,IF_COMRADEHP,60
DRYAD,BERSERK_ST,AL_HEAL,9,1000,500,5000,0,IF_COMRADEHP,60
DRYAD,BERSERK_ST,NPC_GROUNDATTACK,3,50,500,5000,NO_DISPEL,0,0
DRYAD,RUSH_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
DRYAD,BERSERK_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
DULLAHAN,BERSERK_ST,NPC_CRITICALSLASH,1,100,500,5000,NO_DISPEL,0,0
DULLAHAN,BERSERK_ST,NPC_DARKNESSATTACK,3,50,500,5000,NO_DISPEL,0,0
DUSTINESS,BERSERK_ST,NPC_BLINDATTACK,3,200,0,5000,0,0,0
DUSTINESS,BERSERK_ST,NPC_SILENCEATTACK,3,50,700,5000,NO_DISPEL,0,0
DUSTINESS,BERSERK_ST,NPC_SLEEPATTACK,3,50,0,5000,0,0,0
DUSTINESS,BERSERK_ST,NPC_WINDATTACK,1,200,0,5000,0,0,0
ECLIPSE,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
ECLIPSE,BERSERK_ST,NPC_LICK,3,50,0,5000,0,0,0
ECLIPSE,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,3
EGGYRA,RUSH_ST,CR_AUTOGUARD,2,200,0,5000,0,IF_RANGEATTACKED,0
EGGYRA,BERSERK_ST,CR_AUTOGUARD,2,50,0,5000,0,0,0
EGGYRA,BERSERK_ST,NPC_BLINDATTACK,5,200,0,5000,0,0,0
EGGYRA,BERSERK_ST,NPC_TELEKINESISATTACK,5,50,0,5000,0,0,0
ELDER,BERSERK_ST,MG_FIREBOLT,7,1000,1500,5000,0,0,0
ELDER,IDLE_ST,MG_FIREBOLT,7,1000,1500,5000,0,0,0
ELDER,RUSH_ST,MG_LIGHTNINGBOLT,7,1000,1500,5000,0,0,0
ELDER,IDLE_ST,MG_LIGHTNINGBOLT,7,1000,1500,5000,0,0,0
ELDER,BERSERK_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
ELDER,BERSERK_ST,SA_DISPELL,1,0,0,30000,0,0,0
ELDER_WILOW,BERSERK_ST,MG_FIREBOLT,3,50,1500,5000,0,0,0
ELDER_WILOW,RUSH_ST,MG_FIREBOLT,3,50,1500,5000,0,0,0
ELDER_WILOW,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
ELDER_WILOW,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
ELDER_WILOW,BERSERK_ST,NPC_FIREATTACK,2,50,500,5000,NO_DISPEL,0,0
EVIL_CLOUD_HERMIT,BERSERK_ST,AL_TELEPORT,1,50,0,5000,0,IF_HP,30
EVIL_CLOUD_HERMIT,BERSERK_ST,MG_LIGHTNINGBOLT,5,200,1500,5000,0,0,0
EVIL_CLOUD_HERMIT,RUSH_ST,MG_LIGHTNINGBOLT,5,200,1500,5000,0,0,0
EVIL_CLOUD_HERMIT,BERSERK_ST,NPC_BLINDATTACK,3,50,0,5000,0,0,0
EVIL_CLOUD_HERMIT,RUSH_ST,NPC_BLINDATTACK,3,50,0,5000,0,0,0
EVIL_DRUID,BERSERK_ST,NPC_BLINDATTACK,3,200,0,5000,0,0,0
EVIL_DRUID,RUSH_ST,NPC_BLINDATTACK,3,200,0,5000,0,0,0
EVIL_DRUID,BERSERK_ST,NPC_CURSEATTACK,3,50,800,5000,NO_DISPEL,0,0
EVIL_DRUID,RUSH_ST,NPC_CURSEATTACK,3,50,800,5000,NO_DISPEL,0,0
EVIL_DRUID,BERSERK_ST,NPC_ENERGYDRAIN,1,50,0,5000,0,0,0
EVIL_DRUID,RUSH_ST,NPC_ENERGYDRAIN,1,50,0,5000,0,0,0
EVIL_DRUID,BERSERK_ST,WZ_HEAVENDRIVE,5,50,1200,5000,0,0,0
EVIL_DRUID,RUSH_ST,WZ_HEAVENDRIVE,5,50,1200,5000,0,0,0
EXECUTIONER,BERSERK_ST,BS_MAXIMIZE,5,50,1000,5000,NO_DISPEL,0,0
EXECUTIONER,RUSH_ST,BS_MAXIMIZE,5,50,1000,5000,NO_DISPEL,0,0
EXECUTIONER,RUSH_ST,CR_AUTOGUARD,10,200,0,300000,0,IF_RANGEATTACKED,0
EXECUTIONER,BERSERK_ST,CR_AUTOGUARD,10,50,0,300000,0,0,0
EXECUTIONER,BERSERK_ST,NPC_DARKNESSATTACK,1,200,0,5000,0,0,0
EXPLOSION,BERSERK_ST,AM_DEMONSTRATION,1,10,500,5000,0,0,0
EXPLOSION,ANGRY_ST,AM_DEMONSTRATION,1,10,500,5000,0,0,0
EXPLOSION,BERSERK_ST,NPC_FIREATTACK,2,50,500,5000,NO_DISPEL,0,0
EXPLOSION,ANGRY_ST,NPC_FIREATTACK,2,50,500,5000,NO_DISPEL,0,0
EXPLOSION,BERSERK_ST,SM_MAGNUM,5,50,500,5000,NO_DISPEL,0,0
EXPLOSION,ANGRY_ST,SM_MAGNUM,5,50,500,5000,NO_DISPEL,0,0
FABRE,BERSERK_ST,NPC_GROUNDATTACK,1,200,0,5000,0,0,0
FABRE,IDLE_ST,NPC_METAMORPHOSIS,1,1,2000,5000,NO_DISPEL,0,0
FAKE_ANGEL,ANGRY_ST,NPC_BLINDATTACK,7,50,700,5000,0,0,0
FAKE_ANGEL,FOLLOW_ST,NPC_BLINDATTACK,7,50,700,5000,0,0,0
FAKE_ANGEL,BERSERK_ST,NPC_CURSEATTACK,5,50,800,5000,NO_DISPEL,0,0
FAKE_ANGEL,RUSH_ST,NPC_CURSEATTACK,5,50,800,5000,NO_DISPEL,0,0
FAKE_ANGEL,ANGRY_ST,NPC_CURSEATTACK,5,50,800,5000,NO_DISPEL,0,0
FAKE_ANGEL,FOLLOW_ST,NPC_CURSEATTACK,5,50,800,5000,NO_DISPEL,0,0
FAKE_ANGEL,BERSERK_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
FAKE_ANGEL,RUSH_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
FAKE_ANGEL,ANGRY_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
FAKE_ANGEL,FOLLOW_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
FAKE_ANGEL,BERSERK_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
FAKE_ANGEL,RUSH_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
FAKE_ANGEL,ANGRY_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
FAKE_ANGEL,FOLLOW_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
FARMILIAR,BERSERK_ST,NPC_BLINDATTACK,1,50,0,5000,0,0,0
FARMILIAR,ANGRY_ST,NPC_BLINDATTACK,1,50,0,5000,0,0,0
FARMILIAR,BERSERK_ST,NPC_DARKNESSATTACK,1,200,0,5000,0,0,0
FARMILIAR,ANGRY_ST,NPC_DARKNESSATTACK,1,200,0,5000,0,0,0
FLORA,BERSERK_ST,NPC_BLOODDRAIN,1,50,0,5000,0,0,0
FLORA,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
FLORA,BERSERK_ST,NPC_GROUNDATTACK,1,200,0,5000,0,0,0
FREEZER,BERSERK_ST,MG_COLDBOLT,3,50,1500,5000,0,0,0
FREEZER,RUSH_ST,MG_COLDBOLT,3,50,1500,5000,0,0,0
FREEZER,RMOVE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
FREEZER,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
FREEZER,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
FREEZER,BERSERK_ST,NPC_WATERATTACK,3,50,500,5000,NO_DISPEL,0,0
FRILLDORA,BERSERK_ST,AS_CLOAKING,1,200,200,5000,0,0,0
FRILLDORA,IDLE_ST,AS_CLOAKING,1,200,200,5000,0,0,0
FRILLDORA,RUSH_ST,AS_CLOAKING,1,200,200,5000,0,0,0
FRILLDORA,ANGRY_ST,AS_CLOAKING,1,200,200,5000,0,0,0
FRILLDORA,FOLLOW_ST,AS_CLOAKING,1,200,200,5000,0,0,0
FRILLDORA,BERSERK_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
FRILLDORA,ANGRY_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
FRILLDORA,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
FRILLDORA,BERSERK_ST,NPC_FIREATTACK,1,200,0,5000,0,0,0
FRILLDORA,ANGRY_ST,NPC_FIREATTACK,1,200,0,5000,0,0,0
SEAL,BERSERK_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
SEAL,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
SEAL,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
SEAL,BERSERK_ST,NPC_WATERATTACK,5,50,500,5000,NO_DISPEL,0,0
GAJOMART,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
GAJOMART,RUSH_ST,MG_SIGHT,1,200,0,5000,0,0,0
GAJOMART,BERSERK_ST,NPC_BLINDATTACK,5,50,0,5000,0,0,0
GAJOMART,RUSH_ST,NPC_BLINDATTACK,5,50,0,5000,0,0,0
GAJOMART,BERSERK_ST,NPC_FIREATTACK,1,200,0,5000,0,0,0
GAJOMART,BERSERK_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
GAJOMART,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
GAJOMART,BERSERK_ST,RG_STRIPWEAPON,5,50,0,30000,0,0,0
GAJOMART,BERSERK_ST,WZ_SIGHTRASHER,7,100,1000,5000,NO_DISPEL,0,0
GALAPAGO,IDLE_ST,AM_POTIONPITCHER,4,50,500,5000,0,IF_HP,99
GALAPAGO,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GALAPAGO,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GALAPAGO,BERSERK_ST,NPC_WATERATTACK,2,50,500,5000,NO_DISPEL,0,0
GALAPAGO,BERSERK_ST,WZ_WATERBALL,3,50,1500,5000,0,0,0
GALAPAGO,RUSH_ST,WZ_WATERBALL,3,50,1500,5000,0,0,0
GARGOYLE,BERSERK_ST,AC_CHARGEARROW,1,50,0,5000,0,0,0
GARGOYLE,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
GARGOYLE,BERSERK_ST,NPC_BLINDATTACK,5,50,0,5000,0,0,0
GARGOYLE,BERSERK_ST,NPC_KEEPING,1,200,0,5000,0,IF_HP,30
GARGOYLE,BERSERK_ST,NPC_WINDATTACK,1,200,0,5000,0,0,0
GEOGRAPHER,BERSERK_ST,AL_HEAL,9,1000,500,5000,0,IF_COMRADEHP,60
GEOGRAPHER,IDLE_ST,AL_HEAL,9,1000,500,5000,0,IF_COMRADEHP,60
GEOGRAPHER,BERSERK_ST,NPC_SLEEPATTACK,5,50,0,5000,0,0,0
GHOSTRING,BERSERK_ST,AL_TELEPORT,1,500,0,5000,0,IF_HP,30
GHOSTRING,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
GHOSTRING,IDLE_ST,AL_TELEPORT,1,500,0,5000,0,IF_RUDEATTACK,0
GHOSTRING,RMOVE_ST,AL_TELEPORT,1,500,0,5000,0,IF_RUDEATTACK,0
GHOSTRING,RUSH_ST,MG_SOULSTRIKE,9,200,500,5000,0,0,0
GHOSTRING,BERSERK_ST,NPC_DARKBREATH,4,50,800,5000,NO_DISPEL,0,0
GHOSTRING,RMOVE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GHOSTRING,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,3
GHOSTRING,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,3
GHOSTRING,BERSERK_ST,NPC_TELEKINESISATTACK,5,50,0,5000,0,0,0
GHOUL,BERSERK_ST,NPC_POISON,3,50,800,5000,NO_DISPEL,0,0
GHOUL,ANGRY_ST,NPC_POISON,3,50,800,5000,NO_DISPEL,0,0
GIANT_HONET,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
GIANT_HONET,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GIANT_HONET,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GIANT_HONET,BERSERK_ST,NPC_PIERCINGATT,3,50,0,5000,0,0,0
GIANT_HONET,RUSH_ST,NPC_SILENCEATTACK,3,50,700,5000,NO_DISPEL,0,0
GIANT_HONET,BERSERK_ST,NPC_STUNATTACK,3,50,1500,5000,NO_DISPEL,0,0
GIANT_HONET,BERSERK_ST,NPC_WINDATTACK,2,50,500,5000,NO_DISPEL,0,0
GIANT_SPIDER,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
GIANT_SPIDER,RUSH_ST,AS_GRIMTOOTH,5,200,0,5000,0,0,0
GIANT_SPIDER,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GIANT_SPIDER,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GIANT_SPIDER,BERSERK_ST,NPC_POISON,5,50,800,5000,NO_DISPEL,0,0
GIANT_SPIDER,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
GIBBET,RUSH_ST,AS_GRIMTOOTH,5,200,0,5000,0,0,0
GIBBET,BERSERK_ST,NPC_CURSEATTACK,3,100,800,5000,NO_DISPEL,0,0
GIEARTH,IDLE_ST,HT_SANDMAN,5,50,0,300000,0,0,0
GIEARTH,RMOVE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GIEARTH,BERSERK_ST,NPC_GROUNDATTACK,1,200,0,5000,0,0,0
GIEARTH,BERSERK_ST,TF_SPRINKLESAND,1,50,0,5000,0,0,0
GIG,RUSH_ST,CR_AUTOGUARD,2,200,0,300000,0,IF_RANGEATTACKED,0
GIG,FOLLOW_ST,CR_AUTOGUARD,2,200,0,300000,0,IF_RANGEATTACKED,0
GIG,BERSERK_ST,CR_AUTOGUARD,2,50,0,300000,0,0,0
GIG,ANGRY_ST,CR_AUTOGUARD,2,50,0,300000,0,0,0
GIG,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GIG,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GIG,FOLLOW_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GIG,BERSERK_ST,NPC_GROUNDATTACK,2,50,500,5000,NO_DISPEL,0,0
GIG,ANGRY_ST,NPC_GROUNDATTACK,2,50,500,5000,NO_DISPEL,0,0
GIG,BERSERK_ST,TF_HIDING,1,200,500,5000,NO_DISPEL,IF_HP ,30
GIG,ANGRY_ST,TF_HIDING,1,200,500,5000,NO_DISPEL,IF_HP ,30
GIG,BERSERK_ST,TF_POISON,10,50,1000,5000,NO_DISPEL,0,0
GIG,ANGRY_ST,TF_POISON,10,50,1000,5000,NO_DISPEL,0,0
GOAT,BERSERK_ST,BS_ADRENALINE,10,50,1500,300000,NO_DISPEL,0,0
GOAT,RUSH_ST,BS_ADRENALINE,10,50,1500,300000,NO_DISPEL,0,0
GOAT,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GOAT,BERSERK_ST,NPC_SPLASHATTACK,1,200,0,5000,0,IF_ENEMYCOUNT,2
GOAT,BERSERK_ST,NPC_STUNATTACK,3,50,1500,5000,NO_DISPEL,0,0
GOBLIN_1,RUSH_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_1,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GOBLIN_1,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_1,BERSERK_ST,NPC_WINDATTACK,2,50,500,5000,NO_DISPEL,0,0
GOBLIN_2,RUSH_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_2,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GOBLIN_2,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_2,BERSERK_ST,NPC_FIREATTACK,2,50,500,5000,NO_DISPEL,0,0
GOBLIN_3,RUSH_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_3,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GOBLIN_3,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_3,BERSERK_ST,NPC_POISONATTACK,2,50,500,5000,NO_DISPEL,0,0
GOBLIN_4,RUSH_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_4,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GOBLIN_4,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_4,BERSERK_ST,NPC_GROUNDATTACK,2,50,500,5000,NO_DISPEL,0,0
GOBLIN_5,RUSH_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_5,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GOBLIN_5,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_5,BERSERK_ST,NPC_WATERATTACK,2,50,500,5000,NO_DISPEL,0,0
GOBLIN_ARCHER,RUSH_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLIN_ARCHER,BERSERK_ST,NPC_POISON,1,50,800,5000,NO_DISPEL,0,0
GOBLIN_ARCHER,BERSERK_ST,NPC_POISONATTACK,2,50,500,5000,NO_DISPEL,0,0
GOBLIN_LEADER,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
GOBLIN_LEADER,BERSERK_ST,BS_MAXIMIZE,5,50,1000,5000,NO_DISPEL,0,0
GOBLIN_LEADER,RUSH_ST,BS_MAXIMIZE,5,50,1000,5000,NO_DISPEL,0,0
GOBLIN_LEADER,BERSERK_ST,CR_SHIELDCHARGE,3,50,0,5000,NO_DISPEL,0,0
GOBLIN_LEADER,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,2
GOBLIN_LEADER,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,2
GOBLINE_XMAS,RUSH_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLINE_XMAS,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GOBLINE_XMAS,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOBLINE_XMAS,BERSERK_ST,NPC_WINDATTACK,2,50,500,5000,NO_DISPEL,0,0
GOLEM,RUSH_ST,CR_AUTOGUARD,2,200,0,300000,0,IF_RANGEATTACKED,0
GOLEM,BERSERK_ST,CR_AUTOGUARD,2,50,0,300000,0,0,0
GOLEM,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GOLEM,BERSERK_ST,NPC_STUNATTACK,3,50,1500,5000,NO_DISPEL,0,0
GRAND_PECO,BERSERK_ST,AS_SONICBLOW,5,50,800,5000,NO_DISPEL,0,0
GRAND_PECO,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GRAND_PECO,IDLE_ST,NPC_EMOTION,1,20,0,30000,0,0,0
GRAND_PECO,BERSERK_ST,NPC_FIREATTACK,3,50,500,5000,NO_DISPEL,0,0
GREATEST_GENERAL,IDLE_ST,NPC_BLINDATTACK,3,1000,1500,5000,NO_DISPEL,IF_MAGICLOCKED,0
GREATEST_GENERAL,IDLE_ST,NPC_BLINDATTACK,3,1000,1500,5000,NO_DISPEL,IF_RANGEATTACKED,0
GREATEST_GENERAL,BERSERK_ST,NPC_FIREATTACK,2,50,500,5000,NO_DISPEL,0,0
GREATEST_GENERAL,IDLE_ST,WZ_EARTHSPIKE,3,500,1500,5000,NO_DISPEL,IF_MAGICLOCKED,0
GREATEST_GENERAL,IDLE_ST,WZ_EARTHSPIKE,3,500,1500,5000,NO_DISPEL,IF_RANGEATTACKED,0
GRIZZLY,BERSERK_ST,KN_SPEARSTAB,10,50,800,5000,NO_DISPEL,0,0
GRIZZLY,ANGRY_ST,KN_SPEARSTAB,10,50,800,5000,NO_DISPEL,0,0
GRIZZLY,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GRIZZLY,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GRIZZLY,FOLLOW_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GRIZZLY,BERSERK_ST,NPC_STUNATTACK,3,50,1500,5000,NO_DISPEL,0,0
GRIZZLY,ANGRY_ST,NPC_STUNATTACK,3,50,1500,5000,NO_DISPEL,0,0
GRIZZLY,RUSH_ST,SM_ENDURE,1,500,0,10000,0,IF_RANGEATTACKED,0
GRIZZLY,FOLLOW_ST,SM_ENDURE,1,500,0,10000,0,IF_RANGEATTACKED,0
GRYPHON,BERSERK_ST,KN_PIERCE,10,50,700,5000,NO_DISPEL,0,0
GRYPHON,BERSERK_ST,NPC_CRITICALSLASH,1,50,500,5000,NO_DISPEL,0,0
GRYPHON,BERSERK_ST,NPC_WINDATTACK,1,200,0,5000,0,0,0
GULLINBURSTI,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
GULLINBURSTI,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
GULLINBURSTI,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
GULLINBURSTI,BERSERK_ST,NPC_GROUNDATTACK,3,50,500,5000,NO_DISPEL,0,0
GULLINBURSTI,BERSERK_ST,NPC_STUNATTACK,5,50,1500,5000,NO_DISPEL,0,0
GULLINBURSTI,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
GULLINBURSTI,BERSERK_ST,RG_STRIPSHIELD,5,50,0,5000,0,0,0
GULLINBURSTI,RUSH_ST,SM_ENDURE,1,500,0,10000,0,IF_RANGEATTACKED,0
HARPY,BERSERK_ST,NPC_BLOODDRAIN,1,50,0,5000,0,0,0
HARPY,ANGRY_ST,NPC_BLOODDRAIN,1,50,0,5000,0,0,0
HARPY,BERSERK_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
HARPY,ANGRY_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
HARPY,BERSERK_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
HARPY,RUSH_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
HARPY,ANGRY_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
HARPY,FOLLOW_ST,NPC_SILENCEATTACK,5,50,700,5000,NO_DISPEL,0,0
HARPY,BERSERK_ST,NPC_WINDATTACK,3,50,500,5000,NO_DISPEL,0,0
HARPY,ANGRY_ST,NPC_WINDATTACK,3,50,500,5000,NO_DISPEL,0,0
HEATER,RUSH_ST,MG_FIREBALL,9,50,0,5000,0,0,0
HEATER,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
HEATER,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
HEATER,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
HEATER,BERSERK_ST,NPC_FIREATTACK,3,50,500,5000,NO_DISPEL,0,0
HEATER,IDLE_ST,WZ_FIREPILLAR,3,50,0,5000,NO_DISPEL,0,0
HIGH_ORC,BERSERK_ST,CR_SHIELDCHARGE,1,50,0,5000,NO_DISPEL,0,0
HIGH_ORC,RUSH_ST,NPC_EMOTION,1,200,0,5000,0,0,0
HIGH_ORC,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
HIGH_ORC,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
HIGH_ORC,BERSERK_ST,NPC_FIREATTACK,2,50,500,5000,NO_DISPEL,0,0
HIGH_ORC,IDLE_ST,NPC_SMOKING,1,50,0,36000000,0,0,0
