ID,Name,JName,SType,MLV,SP1,SP2,SP3,SP4,SP5,SP6,SP7,SP8,SP9,SP10,Delay1,Delay2,Delay3,Delay4,Delay5,Delay6,Delay7,Delay8,Delay9,Delay10,HP,JLevel,Item1,Item1Count,Item2,Item2Count,Item3,Item3Count,Item4,Item4Count,Item5,Item5Count,Item6,Item6Count,Item7,Item7Count,Cast,CastLv+,CastLim,Range,Ele,Dat1_1,Dat1_2,Dat1_3,Dat1_4,Dat1_5,Dat1_6,Dat1_7,Dat1_8,Dat1_9,Dat1_10,Dat2_1,Dat2_2,Dat2_3,Dat2_4,Dat2_5,Dat2_6,Dat2_7,Dat2_8,Dat2_9,Dat2_10,Dat3_1,Dat3_2,Dat3_3,Dat3_4,Dat3_5,Dat3_6,Dat3_7,Dat3_8,Dat3_9,Dat3_10,Dat4_1,Dat4_2,Dat4_3,Dat4_4,Dat4_5,Dat4_6,Dat4_7,Dat4_8,Dat4_9,Dat4_10,Range2,Icon,Job,JobA,JobB,Req1_1,RLV1_1,Req2_1,RLV2_1,Req3_1,RLV3_1,Req4_1,RLV4_1,Req5_1,RLV5_1,Req2_1,RLV2_1,Req2_2,RLV2_2,Req2_3,RLV2_3,Req2_4,RLV2_4,Req2_5,RLV2_5 
81,WZ_SIGHTRASHER,WZ_SIGHTRASHER,4,10,35,37,39,41,43,45,47,49,51,53,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,7,,120,140,160,180,200,220,240,260,280,300,1,1,2,2,3,3,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,512,,,10,1,,,,,,,,,,,,,,,,,,
82,WZ_FIREIVY,WZ_FIREIVY,2,,20,22,24,26,28,30,32,34,36,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,5,,13,16,19,22,25,28,31,34,37,40,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,4,,512,,,,,,,,,,,,,,,,,,,,,,
83,WZ_METEOR,WZ_METEOR,2,10,30,34,40,44,50,54,60,64,70,74,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,,,9,3,2,3,3,4,4,5,5,6,6,7,1,1,2,2,3,3,4,4,5,5,,,,,,,,,,,,,,,,,,,,,3,3,512,,,21,1,81,2,,,,,,,,,,,,,,,,
84,WZ_JUPITEL,WZ_JUPITEL,1,10,20,23,26,29,32,35,38,41,44,47,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,500,,9,4,100,100,100,100,100,100,100,100,100,100,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,512,,,11,1,20,1,,,,,,,,,,,,,,,,
85,WZ_VERMILION,WZ_VERMILION,2,10,60,64,68,72,76,80,84,88,92,96,,,,,,,,,,,,,,,,,,,,,,,,,,,15500,-500,,9,4,13,16,19,22,25,28,31,34,37,40,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,4,,512,,,21,1,84,5,,,,,,,,,,,,,,,,
86,WZ_WATERBALL,WZ_WATERBALL,1,5,15,20,20,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,9,1,1,9,9,25,25,,,,,,1,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,512,,,14,1,84,1,,,,,,,,,,,,,,,,
87,WZ_ICEWALL,WZ_ICEWALL,2,10,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,,,15,1,16,1,,,,,,,,,,,,,,,,
88,WZ_FROSTNOVA,WZ_FROSTNOVA,1,10,45,43,41,39,37,35,33,31,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,5300,-330,,9,1,38,41,44,47,50,53,56,59,66,73,3,6,9,12,15,18,21,24,27,30,,,,,,,,,,,,,,,,,,,,,5,,512,,,87,1,,,,,,,,,,,,,,,,,,
89,WZ_STORMGUST,WZ_STORMGUST,2,10,78,78,78,78,78,78,78,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,1000,,9,1,140,180,220,260,300,340,380,420,460,500,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,,512,,,15,1,84,3,,,,,,,,,,,,,,,,
90,WZ_EARTHSPIKE,WZ_EARTHSPIKE,1,5,12,14,16,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,9,2,100,100,100,100,100,,,,,,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,66048,,,16,1,,,,,,,,,,,,,,,,,,
91,WZ_HEAVENDRIVE,WZ_HEAVENDRIVE,2,5,24,28,32,36,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,9,2,100,100,100,100,100,,,,,,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,66048,,,90,3,,,,,,,,,,,,,,,,,,
92,WZ_QUAGMIRE,WZ_QUAGMIRE,2,5,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,5,10,15,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,92,512,,,91,1,,,,,,,,,,,,,,,,,,
93,WZ_ESTIMATION,WZ_ESTIMATION,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66048,,,,,,,,,,,,,,,,,,,,,,
94,BS_IRON,BS_IRON,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,320,380,440,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,,,,,,,,,,,,,,,,,,,,
95,BS_STEEL,BS_STEEL,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,200,250,300,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,94,1,,,,,,,,,,,,,,,,,,
96,BS_ENCHANTEDSTONE,BS_ENCHANTEDSTONE,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,200,250,300,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,94,1,,,,,,,,,,,,,,,,,,
97,BS_ORIDEOCON,BS_ORIDEOCON,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,96,1,,,,,,,,,,,,,,,,,,
98,BS_DAGGER,BS_DAGGER,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,,,,,,,,,,,,,,,,,,,,
99,BS_SWORD,BS_SWORD,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,98,1,,,,,,,,,,,,,,,,,,
100,BS_TWOHANDSWORD,BS_TWOHANDSWORD,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,99,1,,,,,,,,,,,,,,,,,,
101,BS_AXE,BS_AXE,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,99,1,,,,,,,,,,,,,,,,,,
102,BS_MACE,BS_MACE,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,103,1,,,,,,,,,,,,,,,,,,
103,BS_KNUCKLE,BS_KNUCKLE,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,98,1,,,,,,,,,,,,,,,,,,
104,BS_SPEAR,BS_SPEAR,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,98,2,,,,,,,,,,,,,,,,,,
105,BS_HILTBINDING,BS_HILTBINDING,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,,,,,,,,,,,,,,,,,,,,
106,BS_FINDINGORE,BS_FINDINGORE,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,105,1,95,1,,,,,,,,,,,,,,,,
107,BS_WEAPONRESEARCH,BS_WEAPONRESEARCH,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,105,1,,,,,,,,,,,,,,,,,,
108,BS_REPAIRWEAPON,BS_REPAIRWEAPON,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,107,1,,,,,,,,,,,,,,,,,,
109,BS_SKINTEMPER,BS_SKINTEMPER,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,,,,,,,,,,,,,,,,,,,,
110,BS_HAMMERFALL,BS_HAMMERFALL,2,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,18,22,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1024,,,,,,,,,,,,,,,,,,,,,,
111,BS_ADRENALINE,BS_ADRENALINE,4,5,20,23,26,29,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,60,90,120,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1024,,,110,2,,,,,,,,,,,,,,,,,,
112,BS_WEAPONPERFECT,BS_WEAPONPERFECT,4,5,18,16,14,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,30,40,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1024,,,107,2,111,2,,,,,,,,,,,,,,,,
113,BS_OVERTHRUST,BS_OVERTHRUST,4,5,18,16,14,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,60,80,100,,,,,,105,110,115,120,125,,,,,,2,4,6,8,10,,,,,,,,,,,,,,,,,25,1024,,,111,3,,,,,,,,,,,,,,,,,,
114,BS_MAXIMIZE,BS_MAXIMIZE,4,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,,,,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1024,,,112,3,113,2,,,,,,,,,,,,,,,,
115,HT_SKIDTRAP,HT_SKIDTRAP,2,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,1065,1,,,,,,,,,,,,,,,,1,,300,240,180,120,60,,,,,,12,14,16,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2048,,,,,,,,,,,,,,,,,,,,,,
116,HT_LANDMINE,HT_LANDMINE,2,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,1065,1,,,,,,,,,,,,,,,,1,2,65,50,35,20,5,,,,,,50,75,100,125,150,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2048,,,,,,,,,,,,,,,,,,,,,,
117,HT_ANKLESNARE,HT_ANKLESNARE,2,5,12,12,12,12,12,,,,,,,,,,,,,,,,,,1065,1,,,,,,,,,,,,,,,,1,,250,200,150,100,50,,,,,,5,10,15,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2048,,,115,1,,,,,,,,,,,,,,,,,,
118,HT_SHOCKWAVE,HT_SHOCKWAVE,2,5,45,45,45,45,45,,,,,,,,,,,,,,,,,,1065,1,,,,,,,,,,,,,,,,1,,200,160,120,80,40,,,,,,25,40,55,70,85,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2048,,,117,1,,,,,,,,,,,,,,,,,,
119,HT_SANDMAN,HT_SANDMAN,2,5,12,12,12,12,12,,,,,,,,,,,,,,,,,,1065,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,38,41,44,47,50,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2048,,,120,1,,,,,,,,,,,,,,,,,,
120,HT_FLASHER,HT_FLASHER,2,5,12,12,12,12,12,,,,,,,,,,,,,,,,,,1065,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,38,41,44,47,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2048,,,115,1,,,,,,,,,,,,,,,,,,
121,HT_FREEZINGTRAP,HT_FREEZINGTRAP,2,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,1065,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,38,41,44,47,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2048,,,120,1,,,,,,,,,,,,,,,,,,
122,HT_BLASTMINE,HT_BLASTMINE,2,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,1065,1,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,10,8,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2048,,,119,1,121,1,,,,,,,,,,,,,,,,
123,HT_CLAYMORETRAP,HT_CLAYMORETRAP,2,5,15,15,15,15,15,,,,,,,,,,,,,,,,,,1065,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,20,40,60,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2048,,,118,1,122,1,,,,,,,,,,,,,,,,
124,HT_REMOVETRAP,HT_REMOVETRAP,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,133120,,,116,1,,,,,,,,,50,1,46,5,,,,,,
125,HT_TALKIEBOX,HT_TALKIEBOX,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048,,,118,1,124,1,,,,,,,,,,,,,,,,
126,HT_BEASTBANE,HT_BEASTBANE,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,8,12,16,20,24,28,32,36,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048,,,,,,,,,,,,,,,,,,,,,,
127,HT_FALCON,HT_FALCON,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2048,,,126,1,,,,,,,,,,,,,,,,,,
128,HT_STEELCROW,HT_STEELCROW,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,9,12,15,18,21,24,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048,,,129,5,,,,,,,,,,,,,,,,,,
129,HT_BLITZBEAT,HT_BLITZBEAT,1,5,10,13,16,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2048,,,127,1,,,,,,,,,,,,,,,,,,
130,HT_DETECTING,HT_DETECTING,2,4,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,3,5,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048,,,45,1,127,1,,,,,,,,,,,,,,,,
131,HT_SPRINGTRAP,HT_SPRINGTRAP,4,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,4,5,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,2048,,,124,1,127,1,,,,,,,,,,,,,,,,
132,AS_RIGHT,AS_RIGHT,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,70,80,90,100,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,,,,,,,,,,,,,,,,,,,,,,
133,AS_LEFT,AS_LEFT,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,60,70,80,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,,,,,,,,,,,,,,,,,,,,,,
134,AS_KATAR,AS_KATAR,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,12,15,18,21,24,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,,,,,,,,,,,,,,,,,,,,,,
135,AS_CLOAKING,AS_CLOAKING,4,5,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,210,240,270,300,,,,,,4,5,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4096,,,51,2,,,,,,,,,,,,,,,,,,
136,AS_SONICBLOW,AS_SONICBLOW,1,10,16,18,20,22,24,26,28,30,32,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,350,400,450,500,550,600,650,700,750,800,12,14,16,18,20,22,24,26,28,30,,,,,,,,,,,,,,,,,,,,,,,4096,,,134,4,,,,,,,,,,,,,,,,,,
137,AS_GRIMTOOTH,AS_GRIMTOOTH,1,5,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,100,100,100,100,100,100,100,100,100,100,3,4,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4096,,,135,2,136,5,,,,,,,,,,,,,,,,
138,AS_ENCHANTPOISON,AS_ENCHANTPOISON,16,10,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,30,45,60,75,90,105,120,135,150,165,3,3,4,4,5,5,6,6,7,7,,,,,,,,,,,,,,,,,,,,,,6,4096,,,52,1,,,,,,,,,,,,,,,,,,
139,AS_POISONREACT,AS_POISONREACT,4,10,30,30,27,27,24,24,21,21,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,130,160,190,220,250,280,310,340,370,400,20,40,60,80,100,120,140,160,180,200,,,,,,,,,,,,,,,,,,,,,,7,4096,,,138,3,,,,,,,,,,,,,,,,,,
140,AS_VENOMDUST,AS_VENOMDUST,2,10,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,716,1,,,,,,,,,,,,,,,,,,5,10,15,20,25,30,35,40,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4096,,,138,5,,,,,,,,,,,,,,,,,,
141,AS_SPLASHER,AS_SPLASHER,1,10,33,36,39,42,45,48,51,54,57,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,220,240,260,280,300,320,340,360,380,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4096,,,139,5,140,5,,,,,,,,,,,,,,,,
142,NV_FIRSTAID,NV_FIRSTAID,4,1,3,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10477567,,,142,1,,,,,,,,,,,,,,,,,,
143,NV_TRICKDEAD,NV_TRICKDEAD,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,60,90,120,150,180,210,240,270,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,,143,5,,,,,,,,,,,,,,,,,,
144,SM_MOVINGRECOVERY,SM_MOVINGRECOVERY,0,1,,,,,,,,,,,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16514,,,144,1,,,,,,,,,,,,,,,,,,
145,SM_FATALBLOW,SM_FATALBLOW,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,18,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16514,,,145,1,,,,,,,,,,,,,,,,,,
146,SM_AUTOBERSERK,SM_AUTOBERSERK,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16514,,,146,1,,,,,,,,,,,,,,,,,,
147,AC_MAKINGARROW,AC_MAKINGARROW,4,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574920,,,147,1,,,,,,,,,,,,,,,,,,
148,AC_CHARGEARROW,AC_CHARGEARROW,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,9,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574920,,,148,1,,,,,,,,,,,,,,,,,,
149,TF_SPRINKLESAND,TF_SPRINKLESAND,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,125,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135232,,,149,1,,,,,,,,,,,,,,,,,,
150,TF_BACKSLIDING,TF_BACKSLIDING,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135232,,,150,1,,,,,,,,,,,,,,,,,,
151,TF_PICKSTONE,TF_PICKSTONE,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135232,,,151,1,,,,,,,,,,,,,,,,,,
152,TF_THROWSTONE,TF_THROWSTONE,1,1,2,,,,,,,,,,,,,,,,,,,,,,7049,1,,,,,,,,,,,,,1000,,,7,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135232,,,152,1,,,,,,,,,,,,,,,,,,
153,MC_CARTREVOLUTION,MC_CARTREVOLUTION,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,263200,,,153,1,,,,,,,,,,,,,,,,,,
154,MC_CHANGECART,MC_CHANGECART,4,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263200,,,154,1,,,,,,,,,,,,,,,,,,
155,MC_LOUD,MC_LOUD,4,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,263200,,,155,1,,,,,,,,,,,,,,,,,,
156,AL_HOLYLIGHT,AL_HOLYLIGHT,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,9,6,125,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33040,,,156,1,,,,,,,,,,,,,,,,,,
157,MG_ENERGYCOAT,MG_ENERGYCOAT,4,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,9,,300,6,12,12,18,18,24,24,30,30,10,10,15,15,20,20,25,25,30,30,,,,,,,,,,,,,,,,,,,,,,31,66052,,,157,1,,,,,,,,,,,,,,,,,,
158,NPC_PIERCINGATT,NPC_PIERCINGATT,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,NPC_MENTALBREAKER,NPC_MENTALBREAKER,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,NPC_RANGEATTACK,NPC_RANGEATTACK,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,NPC_ATTRICHANGE,NPC_ATTRICHANGE,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,NPC_CHANGEWATER,NPC_CHANGEWATER,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,NPC_CHANGEGROUND,NPC_CHANGEGROUND,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,NPC_CHANGEFIRE,NPC_CHANGEFIRE,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,NPC_CHANGEWIND,NPC_CHANGEWIND,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,NPC_CHANGEPOISON,NPC_CHANGEPOISON,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,NPC_CHANGEHOLY,NPC_CHANGEHOLY,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,NPC_CHANGEDARKNESS,NPC_CHANGEDARKNESS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,NPC_CHANGETELEKINESIS,NPC_CHANGETELEKINESIS,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
